Price,Bedrooms,Locality,Is_premium_subarea,Property_type,Area,Is_estate,Price_log,Group_median,Group_std,Price_zscore_in_group
4000000,3,victoria island,1,flat,island,0,15.201805169084134,4500000.0,6915655.485204466,-0.07229972647852587
1200000,3,ajah,0,duplex,island,1,13.997832948091215,1300000.0,337325.4534399406,-0.29644961262256064
2500000,3,ajah,0,flat,island,0,14.731801689838349,900000.0,345391.2078968643,4.632428282533957
4500000,5,lekki,0,duplex,island,0,15.319588176962746,5000000.0,15715303.809011258,-0.0318161205202598
850000,2,ajah,0,flat,island,1,13.652992804936396,700000.0,204008.4003956448,0.735263840651153
1400000,3,ajah,0,flat,island,1,14.151983508870947,900000.0,345391.2078968643,1.4476338382918617
2400000,4,lekki,1,duplex,island,0,14.690979711984754,3500000.0,4441466.645353092,-0.2476659373657305
380000,1,ajah,0,mini flat,island,0,12.847929163278053,365000.0,1204599.6404862693,0.012452270028857758
1300000,4,ajah,0,bungalow,island,0,14.077875591662238,1300000.0,245515.33104427057,0.0
700000,2,ajah,0,flat,island,1,13.45883704259595,700000.0,204008.4003956448,0.0
700000,2,ajah,1,flat,island,0,13.45883704259595,700000.0,204008.4003956448,0.0
2200000,4,lekki,1,duplex,island,1,14.603968372873895,3500000.0,4441466.645353092,-0.2926961077958633
3000000,3,victoria island,1,duplex,island,1,14.914123179965662,3800000.0,2191097.6908638948,-0.36511379813675954
1300000,3,ajah,0,flat,island,1,14.077875591662238,900000.0,345391.2078968643,1.1581070706334893
1800000,3,lekki,0,flat,island,1,14.403297778421795,2000000.0,1404009.206178628,-0.14244920839540037
1500000,4,ajah,0,bungalow,island,0,14.220976332738882,1300000.0,245515.33104427057,0.8146130799625568
750000,3,ajah,0,flat,island,1,13.527829818844937,900000.0,345391.2078968643,-0.4342901514875585
3000000,2,victoria island,1,flat,island,1,14.914123179965662,3000000.0,1583096.9895844576,0.0
4500000,4,victoria island,1,duplex,island,1,15.319588176962746,5500000.0,29047945.450937405,-0.03442584267066396
3000000,5,ajah,0,house,island,0,14.914123179965662,3000000.0,10336424.26889815,0.0
1700000,3,lekki,0,flat,island,1,14.346139397261565,2000000.0,1404009.206178628,-0.21367381259310053
3500000,4,lekki,0,duplex,island,1,15.068273812173887,3500000.0,4441466.645353092,0.0
1500000,4,ajah,1,duplex,island,0,14.220976332738882,1500000.0,1119925.9949810226,0.0
800000,3,ajah,1,flat,island,0,13.592368256649284,900000.0,345391.2078968643,-0.2895267676583723
800000,2,ajah,0,flat,island,1,13.592368256649284,700000.0,204008.4003956448,0.49017589376743537
1400000,4,ajah,0,bungalow,island,0,14.151983508870947,1300000.0,245515.33104427057,0.4073065399812784
1500000,1,lekki,1,mini flat,island,0,14.220976332738882,1100000.0,655271.5531639188,0.6104339461535245
4000000,4,lekki,1,duplex,island,0,15.201805169084134,3500000.0,4441466.645353092,0.11257542607533204
450000,2,ajah,0,flat,island,0,13.017005083966255,700000.0,204008.4003956448,-1.2254397344185883
1100000,1,lekki,1,mini flat,island,1,13.910821646859095,1100000.0,655271.5531639188,0.0
1600000,3,lekki,1,flat,island,1,14.285514812209815,2000000.0,1404009.206178628,-0.28489841679080075
2500000,2,lekki,0,flat,island,0,14.731801689838349,2000000.0,895390.6211295603,0.5584154984438368
1250000,3,ajah,0,flat,island,1,14.038654909278163,900000.0,345391.2078968643,1.013343686804303
5000000,4,victoria island,1,duplex,island,0,15.424948670398354,5500000.0,29047945.450937405,-0.01721292133533198
200000,0,agege,0,self contain,mainland,0,12.206077645517674,175000.0,35355.33905932738,0.7071067811865475
750000,3,okota,1,flat,mainland,0,13.527829818844937,700000.0,141741.9848015969,0.35275363238342833
700000,3,okota,0,flat,mainland,1,13.45883704259595,700000.0,141741.9848015969,0.0
3500000,5,lekki,0,house,island,0,15.068273812173887,5250000.0,2657932.123776522,-0.6584065801926925
7000000,5,lekki,1,duplex,island,0,15.76142084987672,5000000.0,15715303.809011258,0.1272644820810392
2200000,3,lekki,0,flat,island,0,14.603968372873895,2000000.0,1404009.206178628,0.14244920839540037
800000,3,sangotedo,0,flat,island,1,13.592368256649284,700000.0,200277.58514399736,0.49930699897395464
6500000,3,ikoyi,1,flat,island,0,15.687312888712007,7500000.0,5588541.634109451,-0.17893755929034116
15000000,5,ikoyi,1,house,island,0,16.52356082573315,15000000.0,6625078.61588575,0.0
25000000,5,ikoyi,1,house,island,1,17.034386422832473,15000000.0,6625078.61588575,1.509416050704937
7500000,3,ikoyi,1,flat,island,0,15.830413711839864,7500000.0,5588541.634109451,0.0
22000000,4,ikoyi,1,house,island,0,16.906553056777135,10000000.0,5370654.423015095,2.2343645773550214
700000,2,egba,0,flat,mainland,1,13.45883704259595,350000.0,116707.61186258018,2.9989474929202977
400000,2,ikosi,0,flat,mainland,1,12.899222326086994,650000.0,284013.1899463334,-0.8802408087006083
800000,3,ikosi,0,flat,mainland,0,13.592368256649284,1000000.0,471780.70203466876,-0.42392577555091054
1000000,4,ikosi,0,duplex,mainland,1,13.815511557963774,2500000.0,962899.7352352653,-1.5577945918050387
3500000,5,lekki,1,duplex,island,1,15.068273812173887,5000000.0,15715303.809011258,-0.09544836156077938
600000,2,sangotedo,0,flat,island,1,13.304686600863562,500000.0,91742.3929634859,1.0900086292691393
2000000,5,ajah,0,house,island,1,14.508658238524095,3000000.0,10336424.26889815,-0.09674525483720288
5000000,4,ikoyi,1,duplex,island,0,15.424948670398354,8000000.0,4311717.945846556,-0.6957783504577049
5000000,4,ikoyi,1,duplex,island,1,15.424948670398354,8000000.0,4311717.945846556,-0.6957783504577049
1400000,3,odofin,0,flat,mainland,0,14.151983508870947,900000.0,232605.93417828914,2.1495582293130884
2000000,3,lekki,1,flat,island,1,14.508658238524095,2000000.0,1404009.206178628,0.0
600000,2,ogba,0,flat,mainland,0,13.304686600863562,600000.0,163816.95331828375,0.0
1200000,3,ogba,0,duplex,mainland,1,13.997832948091215,1500000.0,355232.98860110977,-0.8445161615799969
750000,3,ogba,0,flat,mainland,0,13.527829818844937,800000.0,896406.6669840576,-0.055778255385163525
1500000,4,ogba,0,duplex,mainland,0,14.220976332738882,2500000.0,758998.6478040795,-1.3175254038899558
800000,1,ikoyi,1,mini flat,island,0,13.592368256649284,2000000.0,2706039.821427526,-0.4434524542092511
1000000,4,ogba,0,flat,mainland,0,13.815511557963774,1500000.0,1051529.4982615968,-0.47549783513121313
1500000,3,ikosi,0,duplex,mainland,0,14.220976332738882,2100000.0,388267.4773747193,-1.54532644365919
10000000,3,ikoyi,1,flat,island,0,16.118095750958314,7500000.0,5588541.634109451,0.4473438982258529
4000000,1,ikoyi,1,mini flat,island,0,15.201805169084134,2000000.0,2706039.821427526,0.7390874236820851
250000,1,oshodi,0,mini flat,mainland,0,12.429220196836383,250000.0,75245.05420170938,0.0
800000,1,lekki,1,mini flat,island,1,13.592368256649284,1100000.0,655271.5531639188,-0.4578254596151434
800000,3,isolo,0,flat,mainland,1,13.592368256649284,800000.0,1032393.6812581456,0.0
1500000,3,ikeja,1,flat,mainland,0,14.220976332738882,1600000.0,1237311.287693152,-0.08082040549912091
1200000,3,ojodu,1,house,mainland,0,13.997832948091215,1000000.0,349702.2543059548,0.5719151007388698
3000000,4,ikosi,1,house,mainland,0,14.914123179965662,3000000.0,1.0,0.0
2000000,4,ikeja,1,flat,mainland,0,14.508658238524095,1500000.0,23102178.274475355,0.021642980763958063
2200000,4,ikeja,1,house,mainland,0,14.603968372873895,2500000.0,1650841.5362407677,-0.18172549782285485
1800000,4,ikeja,0,house,mainland,0,14.403297778421795,2500000.0,1650841.5362407677,-0.42402616158666134
300000,2,egba,0,flat,mainland,0,12.611541086966115,350000.0,116707.61186258018,-0.42842107041718536
400000,3,egba,0,flat,mainland,1,12.899222326086994,450000.0,153367.7160118771,-0.3260138528510648
500000,2,egba,0,flat,mainland,1,13.122365377402328,350000.0,116707.61186258018,1.285263211251556
3000000,4,ojodu,1,house,mainland,0,14.914123179965662,2750000.0,353553.39059327374,0.7071067811865476
1500000,4,ikeja,0,house,mainland,0,14.220976332738882,2500000.0,1650841.5362407677,-0.6057516594095163
2500000,4,ojodu,1,house,mainland,0,14.731801689838349,2750000.0,353553.39059327374,-0.7071067811865476
1500000,4,ojodu,1,duplex,mainland,0,14.220976332738882,1500000.0,793879.3817634488,0.0
450000,3,ojodu,0,flat,mainland,1,13.017005083966255,700000.0,336766.48457767285,-0.7423541576992625
9000000,5,ikeja,0,duplex,mainland,1,16.012735246411598,4500000.0,2475331.4711372973,1.8179383458218077
500000,3,agege,0,flat,mainland,1,13.122365377402328,700000.0,1299167.4257000133,-0.15394474649195936
1600000,3,agege,0,flat,mainland,1,14.285514812209815,700000.0,1299167.4257000133,0.6927513592138171
40000000,1,ikosi,0,mini flat,mainland,0,17.50439003707821,450000.0,6506194.414999123,6.078822346412366
4000000,4,ikeja,1,flat,mainland,0,15.201805169084134,1500000.0,23102178.274475355,0.10821490381979032
2500000,3,ikeja,1,flat,mainland,0,14.731801689838349,1600000.0,1237311.287693152,0.7273836494920882
10000000,8,ikeja,1,duplex,mainland,0,16.118095750958314,305000000.0,417193000.90006304,-0.7071067811865476
3000000,4,ikeja,1,duplex,mainland,0,14.914123179965662,3500000.0,1350794.5131020376,-0.3701525251622269
47000000,4,lekki,0,duplex,island,0,17.665658180950928,3500000.0,4441466.645353092,9.794062068553888
400000,3,ipaja,0,flat,mainland,0,12.899222326086994,400000.0,505377.5952309994,0.0
5000000,4,ikeja,1,duplex,mainland,0,15.424948670398354,3500000.0,1350794.5131020376,1.1104575754866808
3500000,4,ikeja,1,duplex,mainland,0,15.068273812173887,3500000.0,1350794.5131020376,0.0
350000,3,ipaja,0,flat,mainland,0,12.765691290604371,400000.0,505377.5952309994,-0.09893592528007868
3500000,3,ikeja,1,duplex,mainland,0,15.068273812173887,3000000.0,1192386.2403753907,0.41932721384187427
1500000,3,ojodu,1,duplex,mainland,0,14.220976332738882,1200000.0,9422442.701899983,0.03183887761286218
800000,3,ogba,0,flat,mainland,0,13.592368256649284,800000.0,896406.6669840576,0.0
600000,3,ogba,0,flat,mainland,0,13.304686600863562,800000.0,896406.6669840576,-0.2231130215406541
800000,3,ojodu,1,flat,mainland,0,13.592368256649284,700000.0,336766.48457767285,0.296941663079705
500000,2,isolo,0,flat,mainland,0,13.122365377402328,500000.0,143676.22330384783,0.0
3500000,3,ikeja,1,flat,mainland,0,15.068273812173887,1600000.0,1237311.287693152,1.5355877044832973
400000,1,ikeja,0,mini flat,mainland,0,12.899222326086994,600000.0,1693250.274244203,-0.11811602988770915
40000000,3,ojodu,1,duplex,mainland,0,17.50439003707821,1200000.0,9422442.701899983,4.1178281712635085
500000,1,isolo,0,mini flat,mainland,1,13.122365377402328,375000.0,2425268.81073992,0.05154067847920908
1000000,3,ogba,1,flat,mainland,1,13.815511557963774,800000.0,896406.6669840576,0.2231130215406541
3500000,4,ogba,1,duplex,mainland,1,15.068273812173887,2500000.0,758998.6478040795,1.3175254038899558
1800000,4,isolo,0,duplex,mainland,1,14.403297778421795,1650000.0,287518.11537130433,0.5217062577301893
2200000,5,isolo,0,duplex,mainland,1,14.603968372873895,1700000.0,703325.4343948232,0.7109084579462498
1500000,4,isolo,0,duplex,mainland,1,14.220976332738882,1650000.0,287518.11537130433,-0.5217062577301893
13000000,3,ikoyi,1,flat,island,0,16.380459992348886,7500000.0,5588541.634109451,0.9841565760968763
130000,1,oshodi,0,mini flat,mainland,0,11.775297421715827,250000.0,75245.05420170938,-1.5947892027337245
3500000,3,ikoyi,1,flat,island,1,15.068273812173887,7500000.0,5588541.634109451,-0.7157502371613647
400000,3,ipaja,0,flat,mainland,1,12.899222326086994,400000.0,505377.5952309994,0.0
400000,1,lekki,1,mini flat,island,0,12.899222326086994,1100000.0,655271.5531639188,-1.068259405768668
650000,3,ikosi,0,flat,mainland,0,13.384729180332174,1000000.0,471780.70203466876,-0.7418701072140935
550000,2,okota,0,flat,mainland,0,13.217675375388819,600000.0,107763.18121606496,-0.46398036356916844
1200000,4,odofin,0,duplex,mainland,0,13.997832948091215,1500000.0,323178.6571610886,-0.928279121632914
3500000,5,ogba,1,duplex,mainland,0,15.068273812173887,3250000.0,1080413.9819043311,0.23139278479102196
2500000,5,ikosi,0,duplex,mainland,0,14.731801689838349,3000000.0,1088404.6746175739,-0.4593879571269592
370000,2,ikosi,0,flat,mainland,0,12.821260987319457,650000.0,284013.1899463334,-0.9858697057446814
250000,3,ipaja,0,flat,mainland,0,12.429220196836383,400000.0,505377.5952309994,-0.296807775840236
550000,2,ajah,0,flat,island,0,13.217675375388819,700000.0,204008.4003956448,-0.735263840651153
4500000,4,lekki,0,duplex,island,1,15.319588176962746,3500000.0,4441466.645353092,0.22515085215066408
400000,3,ogba,0,flat,mainland,0,12.899222326086994,800000.0,896406.6669840576,-0.4462260430813082
400000,2,ikosi,0,flat,mainland,0,12.899222326086994,650000.0,284013.1899463334,-0.8802408087006083
1100000,5,isolo,0,duplex,mainland,1,13.910821646859095,1700000.0,703325.4343948232,-0.8530901495354998
400000,2,agege,0,flat,mainland,0,12.899222326086994,400000.0,82073.81501496753,0.0
5000000,4,victoria island,1,flat,island,0,15.424948670398354,5000000.0,5613758.608480215,0.0
5000000,4,lekki,1,duplex,island,0,15.424948670398354,3500000.0,4441466.645353092,0.33772627822599616
5000000,5,ikeja,0,duplex,mainland,1,15.424948670398354,4500000.0,2475331.4711372973,0.20199314953575642
1300000,3,ikoyi,1,flat,island,1,14.077875591662238,7500000.0,5588541.634109451,-1.1094128676001151
1500000,3,ogudu,1,flat,mainland,0,14.220976332738882,1200000.0,390219.34737220797,0.7687983746071081
11000000,4,ikoyi,1,duplex,island,0,16.213405921671733,8000000.0,4311717.945846556,0.6957783504577049
700000,3,isolo,0,flat,mainland,1,13.45883704259595,800000.0,1032393.6812581456,-0.09686227435849196
500000,2,isolo,0,flat,mainland,1,13.122365377402328,500000.0,143676.22330384783,0.0
350000,1,isolo,0,mini flat,mainland,1,12.765691290604371,375000.0,2425268.81073992,-0.010308135695841816
450000,1,ikosi,0,mini flat,mainland,0,13.017005083966255,450000.0,6506194.414999123,0.0
22000000,3,ikoyi,1,flat,island,0,16.906553056777135,7500000.0,5588541.634109451,2.594594609709947
4500000,2,victoria island,1,flat,island,1,15.319588176962746,3000000.0,1583096.9895844576,0.9475098555987593
12000000,2,ikoyi,1,flat,island,0,16.300417291085605,4000000.0,6803381.0000145435,1.175885930830994
6000000,3,ikoyi,1,flat,island,0,15.607270193858982,7500000.0,5588541.634109451,-0.26840633893551175
250000,1,lekki,0,mini flat,island,0,12.429220196836383,1100000.0,655271.5531639188,-1.2971721355762398
500000,1,ajah,0,mini flat,island,0,13.122365377402328,365000.0,1204599.6404862693,0.11207043025971981
600000,1,lekki,1,mini flat,island,0,13.304686600863562,1100000.0,655271.5531639188,-0.7630424326919056
600000,2,ogba,0,flat,mainland,1,13.304686600863562,600000.0,163816.95331828375,0.0
1100000,3,gbagada,0,flat,mainland,0,13.910821646859095,1000000.0,395058.6778605653,0.253126954561658
700000,1,lekki,1,mini flat,island,0,13.45883704259595,1100000.0,655271.5531639188,-0.6104339461535245
2000000,3,ajah,0,flat,island,1,14.508658238524095,900000.0,345391.2078968643,3.1847944442420957
1500000,4,sangotedo,0,duplex,island,1,14.220976332738882,2200000.0,408656.33483405097,-1.7129307448133875
2200000,4,sangotedo,0,duplex,island,1,14.603968372873895,2200000.0,408656.33483405097,0.0
1500000,3,ajah,0,flat,island,0,14.220976332738882,900000.0,345391.2078968643,1.737160605950234
2100000,3,lekki,0,flat,island,0,14.557448378884015,2000000.0,1404009.206178628,0.07122460419770019
1600000,2,lekki,0,flat,island,0,14.285514812209815,2000000.0,895390.6211295603,-0.4467323987550694
2200000,2,lekki,0,flat,island,0,14.603968372873895,2000000.0,895390.6211295603,0.2233661993775347
2000000,3,ikeja,0,duplex,mainland,1,14.508658238524095,3000000.0,1192386.2403753907,-0.8386544276837485
2000000,3,ikeja,0,flat,mainland,0,14.508658238524095,1600000.0,1237311.287693152,0.32328162199648364
500000,2,oshodi,0,flat,mainland,0,13.122365377402328,500000.0,698445.6840917364,0.0
250000,2,oshodi,0,flat,mainland,0,12.429220196836383,500000.0,698445.6840917364,-0.3579376402405603
650000,3,alimosho,0,flat,mainland,0,13.384729180332174,450000.0,184234.50529468272,1.0855729749435394
1700000,3,lekki,1,flat,island,0,14.346139397261565,2000000.0,1404009.206178628,-0.21367381259310053
2500000,2,ikoyi,1,flat,island,0,14.731801689838349,4000000.0,6803381.0000145435,-0.22047861203081137
5750000,5,ikeja,1,duplex,mainland,0,15.564710586686562,4500000.0,2475331.4711372973,0.504982873839391
1000000,3,isolo,0,flat,mainland,0,13.815511557963774,800000.0,1032393.6812581456,0.1937245487169839
15000000,5,ikoyi,1,duplex,island,0,16.52356082573315,10000000.0,6255319.575249992,0.7993196734157545
1500000,1,ikoyi,1,mini flat,island,0,14.220976332738882,2000000.0,2706039.821427526,-0.18477185592052128
15000000,4,ikeja,1,bungalow,mainland,0,16.52356082573315,9500000.0,7778174.593052023,0.7071067811865475
800000,1,lekki,0,mini flat,island,0,13.592368256649284,1100000.0,655271.5531639188,-0.4578254596151434
400000,4,lekki,1,duplex,island,1,12.899222326086994,3500000.0,4441466.645353092,-0.6979676416670587
600000,3,isolo,0,flat,mainland,0,13.304686600863562,800000.0,1032393.6812581456,-0.1937245487169839
2500000,5,lekki,1,duplex,island,0,14.731801689838349,5000000.0,15715303.809011258,-0.15908060260129897
2000000,2,ikoyi,1,flat,island,1,14.508658238524095,4000000.0,6803381.0000145435,-0.2939714827077485
700000,3,isolo,0,flat,mainland,0,13.45883704259595,800000.0,1032393.6812581456,-0.09686227435849196
6000000,4,victoria island,1,duplex,island,0,15.607270193858982,5500000.0,29047945.450937405,0.01721292133533198
2200000,3,isolo,0,flat,mainland,1,14.603968372873895,800000.0,1032393.6812581456,1.3560718410188874
1300000,3,isolo,0,flat,mainland,1,14.077875591662238,800000.0,1032393.6812581456,0.4843113717924598
5000000,3,ikoyi,1,duplex,island,1,15.424948670398354,7000000.0,3901464.926335821,-0.5126279584110885
2500000,4,lekki,0,duplex,island,1,14.731801689838349,3500000.0,4441466.645353092,-0.22515085215066408
2500000,3,ikeja,0,flat,mainland,1,14.731801689838349,1600000.0,1237311.287693152,0.7273836494920882
800000,2,ikeja,0,flat,mainland,0,13.592368256649284,1000000.0,1799391.966140632,-0.1111486567481812
500000,2,sangotedo,0,flat,island,0,13.122365377402328,500000.0,91742.3929634859,0.0
400000,0,ajah,0,self contain,island,1,12.899222326086994,300000.0,157457.91344195599,0.6350903413747013
350000,3,ojodu,0,flat,mainland,0,12.765691290604371,700000.0,336766.48457767285,-1.0392958207789675
3000000,4,ikeja,0,duplex,mainland,0,14.914123179965662,3500000.0,1350794.5131020376,-0.3701525251622269
7000000,3,ikoyi,1,flat,island,1,15.76142084987672,7500000.0,5588541.634109451,-0.08946877964517058
6000000,4,ikoyi,1,house,island,1,15.607270193858982,10000000.0,5370654.423015095,-0.7447881924516738
750000,3,ipaja,0,flat,mainland,1,13.527829818844937,400000.0,505377.5952309994,0.6925514769605507
1100000,3,ojodu,1,flat,mainland,0,13.910821646859095,700000.0,336766.48457767285,1.18776665231882
500000,2,alimosho,0,flat,mainland,0,13.122365377402328,400000.0,121396.33728853069,0.8237480819732098
3700000,4,lekki,0,duplex,island,0,15.123843647884687,3500000.0,4441466.645353092,0.04503017043013282
800000,2,yaba,0,flat,mainland,0,13.592368256649284,700000.0,388728.5267957169,0.2572489362288341
1400000,3,ogba,0,flat,mainland,0,14.151983508870947,800000.0,896406.6669840576,0.6693390646219624
1000000,4,agege,0,bungalow,mainland,1,13.815511557963774,1000000.0,1.0,0.0
700000,2,gbagada,0,flat,mainland,1,13.45883704259595,775000.0,160228.0628912014,-0.46808279802350694
500000,3,okota,0,flat,mainland,1,13.122365377402328,700000.0,141741.9848015969,-1.4110145295337133
1600000,1,lekki,1,mini flat,island,0,14.285514812209815,1100000.0,655271.5531639188,0.7630424326919056
2500000,3,ojodu,0,flat,mainland,0,14.731801689838349,700000.0,336766.48457767285,5.34494993543469
850000,3,ogba,0,flat,mainland,1,13.652992804936396,800000.0,896406.6669840576,0.055778255385163525
2500000,4,ajah,0,duplex,island,0,14.731801689838349,1500000.0,1119925.9949810226,0.8929161431036747
1200000,4,ikeja,0,duplex,mainland,1,13.997832948091215,3500000.0,1350794.5131020376,-1.7027016157462438
3000000,3,yaba,0,duplex,mainland,0,14.914123179965662,2600000.0,888506.8623507894,0.4501934840904773
7000000,5,ikeja,0,duplex,mainland,0,15.76142084987672,4500000.0,2475331.4711372973,1.009965747678782
350000,0,ikeja,0,self contain,mainland,0,12.765691290604371,350000.0,1.0,0.0
720000,1,ikeja,0,mini flat,mainland,0,13.487007879880162,600000.0,1693250.274244203,0.07086961793262549
700000,4,ajah,0,flat,island,0,13.45883704259595,1000000.0,873371.5004382601,-0.3434964386283033
9500000,4,ikoyi,1,house,island,1,16.066802461833923,10000000.0,5370654.423015095,-0.09309852405645923
9000000,3,ikoyi,1,flat,island,0,16.012735246411598,7500000.0,5588541.634109451,0.26840633893551175
7000000,2,ikoyi,1,flat,island,0,15.76142084987672,4000000.0,6803381.0000145435,0.44095722406162274
800000,2,surulere,0,duplex,mainland,0,13.592368256649284,1000000.0,282842.71247461904,-0.7071067811865475
4000000,4,ikoyi,1,duplex,island,1,15.201805169084134,8000000.0,4311717.945846556,-0.9277044672769398
1200000,2,ogudu,1,flat,mainland,0,13.997832948091215,1000000.0,417962.0016801585,0.47851239872529877
650000,2,ogudu,0,flat,mainland,0,13.384729180332174,1000000.0,417962.0016801585,-0.8373966977692728
200000,0,yaba,0,self contain,mainland,0,12.206077645517674,230000.0,96333.31300434396,-0.3114187508390499
1500000,4,lekki,0,duplex,island,1,14.220976332738882,3500000.0,4441466.645353092,-0.45030170430132815
2000000,5,ajah,0,duplex,island,1,14.508658238524095,2250000.0,795432.2210601311,-0.31429453494705883
4000000,2,lekki,1,flat,island,0,15.201805169084134,2000000.0,895390.6211295603,2.233661993775347
600000,1,victoria island,1,mini flat,island,0,13.304686600863562,2000000.0,1085422.6331204444,-1.2898201652338757
13000000,4,ikoyi,1,flat,island,1,16.380459992348886,14500000.0,5593021.72921687,-0.2681913413932023
1500000,1,lekki,0,mini flat,island,1,14.220976332738882,1100000.0,655271.5531639188,0.6104339461535245
1200000,4,ikeja,0,duplex,mainland,0,13.997832948091215,3500000.0,1350794.5131020376,-1.7027016157462438
4000000,3,ikoyi,1,flat,island,1,15.201805169084134,7500000.0,5588541.634109451,-0.626281457516194
400000,4,lekki,0,flat,island,0,12.899222326086994,3500000.0,1287490.062882392,-2.4077855739405227
1000000,3,ikeja,0,flat,mainland,0,13.815511557963774,1600000.0,1237311.287693152,-0.4849224329947255
2500000,5,ogudu,1,duplex,mainland,0,14.731801689838349,2700000.0,36763269.713125356,-0.005440212515389927
1200000,2,lekki,1,flat,island,1,13.997832948091215,2000000.0,895390.6211295603,-0.8934647975101389
3500000,3,lekki,1,duplex,island,0,15.068273812173887,2600000.0,954800.4463444415,0.9426053406717068
1100000,2,lekki,1,flat,island,0,13.910821646859095,2000000.0,895390.6211295603,-1.005147897198906
4000000,5,lekki,0,duplex,island,1,15.201805169084134,5000000.0,15715303.809011258,-0.0636322410405196
7500000,4,ikoyi,1,duplex,island,1,15.830413711839864,8000000.0,4311717.945846556,-0.11596305840961747
890000,3,alimosho,0,flat,mainland,0,13.698977865303197,450000.0,184234.50529468272,2.388260544875787
7000000,5,ikeja,1,duplex,mainland,0,15.76142084987672,4500000.0,2475331.4711372973,1.009965747678782
150000,0,agege,0,self contain,mainland,0,11.918397239722838,175000.0,35355.33905932738,-0.7071067811865475
7000000,7,lekki,1,duplex,island,0,15.76142084987672,6000000.0,2929732.6385411574,0.3413280743931446
400000,3,ikosi,0,flat,mainland,0,12.899222326086994,1000000.0,471780.70203466876,-1.2717773266527317
3500000,3,lekki,1,house,island,0,15.068273812173887,2850000.0,2759038.177819703,0.2355893460356735
2500000,3,ikosi,0,duplex,mainland,1,14.731801689838349,2100000.0,388267.4773747193,1.0302176291061267
750000,1,lekki,0,mini flat,island,0,13.527829818844937,1100000.0,655271.5531639188,-0.534129702884334
600000,2,okota,0,flat,mainland,0,13.304686600863562,600000.0,107763.18121606496,0.0
700000,3,ojodu,0,flat,mainland,0,13.45883704259595,700000.0,336766.48457767285,0.0
450000,3,ogba,0,flat,mainland,0,13.017005083966255,800000.0,896406.6669840576,-0.3904477876961447
650000,3,ojodu,0,flat,mainland,1,13.384729180332174,700000.0,336766.48457767285,-0.1484708315398525
350000,0,lekki,0,self contain,island,0,12.765691290604371,600000.0,225040.60712191736,-1.1109106182981487
800000,3,ogba,0,flat,mainland,1,13.592368256649284,800000.0,896406.6669840576,0.0
800000,2,oshodi,0,flat,mainland,0,13.592368256649284,500000.0,698445.6840917364,0.4295251682886724
950000,3,ojodu,1,flat,mainland,0,13.76421831620775,700000.0,336766.48457767285,0.7423541576992625
550000,2,ojodu,1,flat,mainland,0,13.217675375388819,550000.0,251382.4283490744,0.0
550000,2,ojodu,0,flat,mainland,0,13.217675375388819,550000.0,251382.4283490744,0.0
1000000,2,ogba,0,flat,mainland,0,13.815511557963774,600000.0,163816.95331828375,2.4417497206338026
350000,3,ogba,0,flat,mainland,0,12.765691290604371,800000.0,896406.6669840576,-0.5020042984664718
170000,0,surulere,0,self contain,mainland,0,12.04355959836804,200000.0,286495.17828313826,-0.10471380418958226
2500000,3,lekki,1,house,island,0,14.731801689838349,2850000.0,2759038.177819703,-0.1268558017115165
900000,2,ogba,0,flat,mainland,1,13.710151153416941,600000.0,163816.95331828375,1.8313122904753518
500000,3,odofin,0,flat,mainland,0,13.122365377402328,900000.0,232605.93417828914,-1.7196465834504708
350000,2,ajah,0,flat,island,1,12.765691290604371,700000.0,204008.4003956448,-1.7156156281860238
2000000,4,maryland,0,flat,mainland,0,14.508658238524095,4500000.0,1764369.5757975425,-1.4169366975566515
3000000,3,ikosi,1,flat,mainland,0,14.914123179965662,1000000.0,471780.70203466876,4.239257755509105
1500000,5,ajah,0,duplex,island,1,14.220976332738882,2250000.0,795432.2210601311,-0.9428836048411765
550000,1,ikeja,0,mini flat,mainland,0,13.217675375388819,600000.0,1693250.274244203,-0.02952900747192729
3500000,4,lekki,1,duplex,island,1,15.068273812173887,3500000.0,4441466.645353092,0.0
1500000,4,ikeja,0,duplex,mainland,0,14.220976332738882,3500000.0,1350794.5131020376,-1.4806101006489076
600000,3,sangotedo,0,flat,island,1,13.304686600863562,700000.0,200277.58514399736,-0.49930699897395464
700000,3,sangotedo,0,flat,island,1,13.45883704259595,700000.0,200277.58514399736,0.0
1100000,3,surulere,0,flat,mainland,0,13.910821646859095,950000.0,595690.8266673322,0.251808477292145
200000,0,ogba,0,self contain,mainland,0,12.206077645517674,200000.0,1.0,0.0
450000,1,ojodu,0,mini flat,mainland,0,13.017005083966255,400000.0,148542.12165161068,0.3366048595782787
250000,0,ojodu,0,self contain,mainland,0,12.429220196836383,250000.0,1.0,0.0
450000,2,ikorodu,0,flat,mainland,1,13.017005083966255,250000.0,871957.4409978761,0.2293689927929489
350000,1,ogba,0,mini flat,mainland,0,12.765691290604371,320000.0,158881.39318828142,0.18882009653860904
350000,1,ojodu,0,mini flat,mainland,0,12.765691290604371,400000.0,148542.12165161068,-0.3366048595782787
10000000,5,ikoyi,1,duplex,island,1,16.118095750958314,10000000.0,6255319.575249992,0.0
2200000,3,lekki,1,flat,island,0,14.603968372873895,2000000.0,1404009.206178628,0.14244920839540037
8000000,6,ikeja,1,duplex,mainland,0,15.894952224644102,5000000.0,2645751.3110645907,1.1338934190276817
