Price,Bedrooms,Is_premium_subarea,Is_estate,Price_log,Group_median,Group_std,Price_zscore_in_group,Locality_encoded,Area_encoded,Property_type_encoded
3000000,2,1,0,14.914123179965662,3000000.0,1583096.9895844576,0.0,15.407229962717578,14.859081171067611,13.961348273931726
300000,0,0,1,12.611541086966115,300000.0,157457.91344195599,0.0,13.76931167987375,14.840092247661994,12.669487750524608
200000,1,0,0,12.206077645517674,350000.0,176717.89236844712,-0.8488104853992838,13.428555700618887,13.74365033424736,13.143299938788093
700000,2,0,0,13.45883704259595,650000.0,284013.1899463334,0.17604816174012167,14.053404235564333,13.761359647409968,13.961012994652792
900000,3,0,1,13.710151153416941,1800000.0,2138121.143516691,-0.4209303119839684,14.379650551418969,13.73828354933841,13.924388598525375
2100000,3,0,0,14.557448378884015,1300000.0,425944.3290250164,1.8781797185355054,13.77510828723466,13.75053356952986,14.948043428904779
850000,2,0,0,13.652992804936396,650000.0,344063.1433913202,0.5812886496026981,13.734565853909364,13.74365033424736,13.961348273931726
850000,3,0,0,13.652992804936396,900000.0,232605.93417828914,-0.21495582293130885,13.80267081802792,13.75503204010579,13.959739575628085
1500000,5,0,0,14.220976332738882,2000000.0,471572.8494951256,-1.0602815673873274,13.734565853909364,13.74365033424736,14.943664804017871
1900000,3,1,0,14.45736497045232,2000000.0,1404009.206178628,-0.07122460419770019,14.681970503791204,14.830809391644584,13.961012994652792
2500000,3,0,0,14.731801689838349,1000000.0,624067.9867957743,2.4035842756518027,13.614369437229945,13.75053356952986,13.942958244723336
7000000,4,1,1,15.76142084987672,5000000.0,5613758.608480215,0.35626754541578876,15.3736514626431,14.84108294785864,13.959739575628085
3200000,5,1,1,14.978661680269907,5000000.0,15715303.809011258,-0.11453803387293526,14.681970503791204,14.830809391644584,14.951043360172223
2500000,6,0,0,14.731801689838349,2500000.0,1.0,0.0,13.705930037384318,13.75503204010579,14.952969449335288
4000000,3,1,1,15.201805169084134,3750000.0,288675.13459481293,0.8660254037844385,15.390558468611337,14.840092247661994,15.189334264402504
500000,1,0,0,13.122365377402328,350000.0,197881.37662672115,0.7580298993116291,13.632339391313863,13.73828354933841,13.121227134887489
1000000,3,0,0,13.815511557963774,1000000.0,1154700.5383792515,0.0,13.574727771706236,13.74365033424736,15.155985027961973
6000000,3,1,1,15.607270193858982,4500000.0,6915655.485204466,0.21689917943557763,15.338494406984198,14.814728592296849,13.924388598525375
1200000,3,0,0,13.997832948091215,700000.0,200277.58514399736,2.4965349948697733,13.837074202487978,14.84108294785864,13.959739575628085
600000,3,0,1,13.304686600863562,900000.0,345391.2078968643,-0.868580302975117,13.76931167987375,14.840092247661994,13.942958244723336
2500000,3,0,0,14.731801689838349,1600000.0,1237311.287693152,0.7273836494920882,14.61811118979766,13.73828354933841,13.924388598525375
550000,3,0,1,13.217675375388819,900000.0,345391.2078968643,-1.013343686804303,13.818373118244434,14.830809391644584,13.961012994652792
500000,2,0,0,13.122365377402328,725000.0,366236.1254336464,-0.6143577445659846,13.726460350117053,13.74365033424736,13.961348273931726
2500000,4,0,0,14.731801689838349,2500000.0,1650841.5362407677,0.0,14.61811118979766,13.73828354933841,15.156975831135702
350000,0,0,0,12.765691290604371,200000.0,286495.17828313826,0.5235690209479114,13.750575935513224,13.75053356952986,12.669487750524608
1200000,2,0,0,13.997832948091215,725000.0,366236.1254336464,1.2969774607504119,13.727347327307898,13.761359647409968,13.961012994652792
1500000,3,0,0,14.220976332738882,950000.0,595690.8266673322,0.9232977500711983,13.705930037384318,13.75503204010579,13.959739575628085
750000,2,0,1,13.527829818844937,700000.0,204008.4003956448,0.24508794688371768,13.810333495005228,14.84108294785864,13.959739575628085
2000000,1,1,0,14.508658238524095,2000000.0,1085422.6331204444,0.0,15.338494406984198,14.814728592296849,13.121227134887489
1000000,3,0,0,13.815511557963774,750000.0,258573.34507161233,0.9668436626008844,13.34400520951724,13.75053356952986,13.942958244723336
1000000,3,0,0,13.815511557963774,950000.0,595690.8266673322,0.08393615909738167,13.705930037384318,13.75503204010579,13.959739575628085
1100000,1,1,0,13.910821646859095,1100000.0,655271.5531639188,0.0,14.649561465492654,14.814728592296849,13.121227134887489
800000,2,1,0,13.592368256649284,4000000.0,6803381.0000145435,-0.4703543723323976,15.721623273687394,14.84108294785864,13.959739575628085
1300000,2,1,0,14.077875591662238,4000000.0,6803381.0000145435,-0.39686150165546047,15.763165347182431,14.859081171067611,13.961348273931726
4000000,5,1,0,15.201805169084134,5000000.0,15715303.809011258,-0.0636322410405196,14.649561465492654,14.814728592296849,14.920318282492198
1500000,2,0,1,14.220976332738882,2000000.0,895390.6211295603,-0.5584154984438368,14.681970503791204,14.830809391644584,13.961012994652792
7000000,4,1,0,15.76142084987672,7000000.0,1.0,0.0,15.375371647480854,14.830809391644584,13.870330433179957
2500000,5,1,0,14.731801689838349,2500000.0,1405939.7805975429,0.0,14.000371501401402,13.74365033424736,15.155985027961973
650000,2,0,0,13.384729180332174,700000.0,388728.5267957169,-0.12862446811441705,13.62347496440506,13.75503204010579,13.959739575628085
4000000,5,0,1,15.201805169084134,4500000.0,2475331.4711372973,-0.20199314953575642,14.686724613642852,13.75503204010579,14.952969449335288
4000000,4,1,1,15.201805169084134,10000000.0,5370654.423015095,-1.1171822886775107,15.740969432911333,14.830809391644584,15.118249913813473
1300000,3,1,0,14.077875591662238,700000.0,336766.48457767285,1.78164997847823,13.752411430221446,13.75053356952986,13.942958244723336
1500000,3,1,1,14.220976332738882,1200000.0,390219.34737220797,0.7687983746071081,13.903275381087175,13.761359647409968,13.961012994652792
5500000,4,0,1,15.520258832020865,3400000.0,1698234.3772283024,1.2365784300206084,14.456999432895095,13.74365033424736,14.943664804017871
230000,0,0,0,12.345838935721968,230000.0,96333.31300434396,0.0,13.632339391313863,13.73828354933841,12.689290634526047
500000,2,0,0,13.122365377402328,450000.0,135092.56086106296,0.3701166050988026,13.368272539578872,13.761359647409968,13.961012994652792
6000000,3,1,1,15.607270193858982,6000000.0,4117037.7700477806,0.0,15.763165347182431,14.859081171067611,15.155985027961973
400000,1,0,0,12.899222326086994,350000.0,197881.37662672115,0.2526766331038764,13.632339391313863,13.73828354933841,13.121227134887489
1200000,1,1,0,13.997832948091215,1100000.0,655271.5531639188,0.15260848653838113,14.679917924853939,14.84108294785864,13.168683895711117
850000,3,0,0,13.652992804936396,750000.0,258573.34507161233,0.3867374650403537,13.35631088476631,13.75503204010579,13.959739575628085
3000000,5,0,0,14.914123179965662,2600000.0,700417.4579382037,0.571087992548711,14.00180902898726,13.761359647409968,14.951043360172223
250000,1,0,0,12.429220196836383,375000.0,2425268.81073992,-0.05154067847920908,13.651875229964446,13.75053356952986,13.141945411452566
750000,2,0,0,13.527829818844937,650000.0,284013.1899463334,0.35209632348024333,14.000371501401402,13.74365033424736,13.961348273931726
300000,2,0,0,12.611541086966115,400000.0,121396.33728853069,-0.8237480819732098,13.20699168226431,13.761359647409968,13.961012994652792
2500000,5,0,0,14.731801689838349,2600000.0,700417.4579382037,-0.14277199813717775,13.97755692469935,13.73828354933841,14.920318282492198
300000,1,0,0,12.611541086966115,350000.0,176717.89236844712,-0.2829368284664279,13.439144679157337,13.73828354933841,13.121227134887489
1000000,3,0,0,13.815511557963774,1000000.0,395058.6778605653,0.0,14.02687238485497,13.75053356952986,13.942958244723336
900000,2,1,0,13.710151153416941,650000.0,284013.1899463334,0.8802408087006083,14.000371501401402,13.74365033424736,13.961348273931726
